article,indiv,day_post_infection,pos_value,value,sample_type,location_grp,location_subgrp,sample_rep,sample_grp,sample_subgrp,organ_system,method_of_quant,assay_type,pcr_target_gene,pcr_protocol_type,assay_idx,inoc_route_grp,route_idx,dose_nose,dose_throat,dose_trachea,dose_lung,dose_gi,age_class_grp,age_idx,prob_geriatric,sex,sex_idx,prob_male,prob_female,animal_species,sp_idx,unit_rep,unit_subgrp,data_source,llod,lod_source,lloq,loq_source,viral_strain_rep,viral_strain_grp,treatment,animal_subspecies,age_class_rep,age_years,inoc_route_rep,inoc_route_subgrp,inoc_dose_units_rep,inoc_dose_TCID_per_mL,inoc_dose_pfu_per_mL,inoc_dose_total_mL,inoc_dose_total_TCID,inoc_dose_total_pfu,inoc_dose_IT_mL,inoc_dose_IN_mL,inoc_dose_OR_mL,inoc_dose_OC_mL,inoc_dose_IG_mL,inoc_dose_IV_mL,inoc_dose_IB_mL,inoc_dose_IT_pfu,inoc_dose_IT_TCID,inoc_dose_IN_pfu,inoc_dose_IN_TCID,inoc_dose_OR_pfu,inoc_dose_OR_TCID,inoc_dose_OC_pfu,inoc_dose_OC_TCID,inoc_dose_IG_pfu,inoc_dose_IG_TCID,inoc_dose_IV_pfu,inoc_dose_IV_TCID,inoc_dose_IB_pfu,inoc_dose_IB_TCID,inoc_dose_AE_pfu,inoc_dose_AE_TCID,article_doi,article_title,article_journal,preprint,indiv_rep,data_availability,cell_line,culture_assay,location_idx,study_location,first_upper_bound,first_lower_bound,peak_upper_bound,peak_observed_time,peak_observed_titer,peak_lower_bound,last_upper_bound,last_lower_bound,indiv_sample,group_number,ever_positive,has_peak,has_last_positive,has_titer
Jiao et al. 2021,LJ_MM-N-4,1,1,7.71,Non-invasive,URT,Nose,Nasal Swab,Nasal Sample,Nasal Swab,Respiratory,RT-qPCR,totRNA,N,China CDC,1,IN,1,6.698970004,6.698970004,0,0,0,Unknown,-9999,0.333333333,Male,1,1,0,rhesus macaque,1,log10 genome copies/microL,log10 total RNA copies/microL,Figure 3,Unknown,NA,Unknown,NA,SARS-CoV-2/?? (from Center of Disease Control of Guangdong Province),SARS-CoV-2/human/CHN/?? (no ID),None,Unknown,Unknown (not specified),Unknown (not specified),IN,IN,pfu,14285714.29,1e+07,1,14285714.29,1e+07,NA,1,NA,NA,NA,NA,NA,NA,NA,1e+07,14285714.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1053/j.gastro.2020.12.001,The Gastrointestinal Tract Is an Alternative Route for SARS-CoV-2 Infection in a Nonhuman Primate Model,Gastroenterology,No,MM-N-4,"Digitized, R",NA,NA,0,Kunming Primate Center / Kunming Institute of Zoology,1,0,3,2,9.18,1,Inf,4,LJ_MM-N-4_Nose_totRNA_N,NA,1,1,1,1
Jiao et al. 2021,LJ_MM-N-4,1,1,4.91,Non-invasive,URT,Throat,Throat Swab,Oropharyngeal Sample,Throat Swab,Respiratory,RT-qPCR,totRNA,N,China CDC,1,IN,1,6.698970004,6.698970004,0,0,0,Unknown,-9999,0.333333333,Male,1,1,0,rhesus macaque,1,log10 genome copies/microL,log10 total RNA copies/microL,Figure 3,Unknown,NA,Unknown,NA,SARS-CoV-2/?? (from Center of Disease Control of Guangdong Province),SARS-CoV-2/human/CHN/?? (no ID),None,Unknown,Unknown (not specified),Unknown (not specified),IN,IN,pfu,14285714.29,1e+07,1,14285714.29,1e+07,NA,1,NA,NA,NA,NA,NA,NA,NA,1e+07,14285714.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1053/j.gastro.2020.12.001,The Gastrointestinal Tract Is an Alternative Route for SARS-CoV-2 Infection in a Nonhuman Primate Model,Gastroenterology,No,MM-N-4,"Digitized, R",NA,NA,1,Kunming Primate Center / Kunming Institute of Zoology,1,0,3,2,5.94,1,Inf,4,LJ_MM-N-4_Throat_totRNA_N,NA,1,1,1,1
Jiao et al. 2021,LJ_MM-N-7,7,1,5.31,Invasive,GI,UpGI,Esophagus,Esophagus,NA,Digestive,RT-qPCR,totRNA,N,China CDC,1,IN,1,6.698970004,6.698970004,0,0,0,Unknown,-9999,0.333333333,Male,1,1,0,rhesus macaque,1,log10 fold change of viral genome copies (rel. GAPDH),log10 fold change of viral genome copies (rel. GAPDH),Figure 1,Unknown,NA,Unknown,NA,SARS-CoV-2/?? (from Center of Disease Control of Guangdong Province),SARS-CoV-2/human/CHN/?? (no ID),None,Unknown,Unknown (not specified),Unknown (not specified),IN,IN,pfu,14285714.29,1e+07,1,14285714.29,1e+07,NA,1,NA,NA,NA,NA,NA,NA,NA,1e+07,14285714.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1053/j.gastro.2020.12.001,The Gastrointestinal Tract Is an Alternative Route for SARS-CoV-2 Infection in a Nonhuman Primate Model,Gastroenterology,No,MM-N-7,"Digitized, R",NA,NA,0,Kunming Primate Center / Kunming Institute of Zoology,7,0,Inf,NA,9999,0,Inf,7,LJ_MM-N-7_UpGI_totRNA_N,NA,1,1,1,0
Jiao et al. 2021,LJ_MM-N-7,7,1,0.326086957,Invasive,GI,UpGI,Stomach,Stomach,NA,Digestive,Culture,culture,NA,NA,5,IN,1,6.698970004,6.698970004,0,0,0,Unknown,-9999,0.333333333,Male,1,1,0,rhesus macaque,1,log10 TCID50/mL,NA,Supplemental Figure 5,Unknown,NA,Unknown,NA,SARS-CoV-2/?? (from Center of Disease Control of Guangdong Province),SARS-CoV-2/human/CHN/?? (no ID),None,Unknown,Unknown (not specified),Unknown (not specified),IN,IN,pfu,14285714.29,1e+07,1,14285714.29,1e+07,NA,1,NA,NA,NA,NA,NA,NA,NA,1e+07,14285714.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1053/j.gastro.2020.12.001,The Gastrointestinal Tract Is an Alternative Route for SARS-CoV-2 Infection in a Nonhuman Primate Model,Gastroenterology,No,MM-N-7,"Digitized, R",Vero E6,TCID50,0,Kunming Primate Center / Kunming Institute of Zoology,7,0,Inf,NA,9999,0,Inf,7,LJ_MM-N-7_UpGI_culture_NA,NA,1,1,1,0
Jiao et al. 2021,LJ_MM-N-7,7,1,3.14,Invasive,GI,LoGI,Cecum,Colon,Cecum,Digestive,RT-qPCR,totRNA,N,China CDC,1,IN,1,6.698970004,6.698970004,0,0,0,Unknown,-9999,0.333333333,Male,1,1,0,rhesus macaque,1,log10 fold change of viral genome copies (rel. GAPDH),log10 fold change of viral genome copies (rel. GAPDH),Figure 1,Unknown,NA,Unknown,NA,SARS-CoV-2/?? (from Center of Disease Control of Guangdong Province),SARS-CoV-2/human/CHN/?? (no ID),None,Unknown,Unknown (not specified),Unknown (not specified),IN,IN,pfu,14285714.29,1e+07,1,14285714.29,1e+07,NA,1,NA,NA,NA,NA,NA,NA,NA,1e+07,14285714.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1053/j.gastro.2020.12.001,The Gastrointestinal Tract Is an Alternative Route for SARS-CoV-2 Infection in a Nonhuman Primate Model,Gastroenterology,No,MM-N-7,"Digitized, R",NA,NA,1,Kunming Primate Center / Kunming Institute of Zoology,2,1,3,2,5.83,1,Inf,7,LJ_MM-N-7_LoGI_totRNA_N,NA,1,1,1,1
Jiao et al. 2021,LJ_MM-N-7,7,0,< LOD,Invasive,GI,LoGI,Descending colon,Colon,Descending,Digestive,Culture,culture,NA,NA,5,IN,1,6.698970004,6.698970004,0,0,0,Unknown,-9999,0.333333333,Male,1,1,0,rhesus macaque,1,log10 TCID50/mL,NA,Supplemental Figure 5,Unknown,NA,Unknown,NA,SARS-CoV-2/?? (from Center of Disease Control of Guangdong Province),SARS-CoV-2/human/CHN/?? (no ID),None,Unknown,Unknown (not specified),Unknown (not specified),IN,IN,pfu,14285714.29,1e+07,1,14285714.29,1e+07,NA,1,NA,NA,NA,NA,NA,NA,NA,1e+07,14285714.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1053/j.gastro.2020.12.001,The Gastrointestinal Tract Is an Alternative Route for SARS-CoV-2 Infection in a Nonhuman Primate Model,Gastroenterology,No,MM-N-7,"Digitized, R",Vero E6,TCID50,1,Kunming Primate Center / Kunming Institute of Zoology,Inf,7,NA,NA,9999,NA,NA,NA,LJ_MM-N-7_LoGI_culture_NA,NA,0,0,0,0
Jiao et al. 2021,LJ_MM-N-7,7,1,3.07,Invasive,LRT,Lung,Lung (left upper lobe),Lung,Left upper,Respiratory,RT-qPCR,totRNA,N,China CDC,1,IN,1,6.698970004,6.698970004,0,0,0,Unknown,-9999,0.333333333,Male,1,1,0,rhesus macaque,1,log10 fold change of viral genome copies (rel. GAPDH),log10 fold change of viral genome copies (rel. GAPDH),Figure 1,Unknown,NA,Unknown,NA,SARS-CoV-2/?? (from Center of Disease Control of Guangdong Province),SARS-CoV-2/human/CHN/?? (no ID),None,Unknown,Unknown (not specified),Unknown (not specified),IN,IN,pfu,14285714.29,1e+07,1,14285714.29,1e+07,NA,1,NA,NA,NA,NA,NA,NA,NA,1e+07,14285714.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1053/j.gastro.2020.12.001,The Gastrointestinal Tract Is an Alternative Route for SARS-CoV-2 Infection in a Nonhuman Primate Model,Gastroenterology,No,MM-N-7,"Digitized, R",NA,NA,1,Kunming Primate Center / Kunming Institute of Zoology,7,0,Inf,NA,9999,0,Inf,7,LJ_MM-N-7_Lung_totRNA_N,NA,1,1,1,0
Jiao et al. 2021,LJ_MM-N-7,1,1,7.76,Non-invasive,URT,Nose,Nasal Swab,Nasal Sample,Nasal Swab,Respiratory,RT-qPCR,totRNA,N,China CDC,1,IN,1,6.698970004,6.698970004,0,0,0,Unknown,-9999,0.333333333,Male,1,1,0,rhesus macaque,1,log10 genome copies/microL,log10 total RNA copies/microL,Figure 3,Unknown,NA,Unknown,NA,SARS-CoV-2/?? (from Center of Disease Control of Guangdong Province),SARS-CoV-2/human/CHN/?? (no ID),None,Unknown,Unknown (not specified),Unknown (not specified),IN,IN,pfu,14285714.29,1e+07,1,14285714.29,1e+07,NA,1,NA,NA,NA,NA,NA,NA,NA,1e+07,14285714.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1053/j.gastro.2020.12.001,The Gastrointestinal Tract Is an Alternative Route for SARS-CoV-2 Infection in a Nonhuman Primate Model,Gastroenterology,No,MM-N-7,"Digitized, R",NA,NA,0,Kunming Primate Center / Kunming Institute of Zoology,1,0,3,2,9.29,1,Inf,7,LJ_MM-N-7_Nose_totRNA_N,NA,1,1,1,1
Jiao et al. 2021,LJ_MM-N-7,1,1,5.21,Non-invasive,URT,Throat,Throat Swab,Oropharyngeal Sample,Throat Swab,Respiratory,RT-qPCR,totRNA,N,China CDC,1,IN,1,6.698970004,6.698970004,0,0,0,Unknown,-9999,0.333333333,Male,1,1,0,rhesus macaque,1,log10 genome copies/microL,log10 total RNA copies/microL,Figure 3,Unknown,NA,Unknown,NA,SARS-CoV-2/?? (from Center of Disease Control of Guangdong Province),SARS-CoV-2/human/CHN/?? (no ID),None,Unknown,Unknown (not specified),Unknown (not specified),IN,IN,pfu,14285714.29,1e+07,1,14285714.29,1e+07,NA,1,NA,NA,NA,NA,NA,NA,NA,1e+07,14285714.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1053/j.gastro.2020.12.001,The Gastrointestinal Tract Is an Alternative Route for SARS-CoV-2 Infection in a Nonhuman Primate Model,Gastroenterology,No,MM-N-7,"Digitized, R",NA,NA,1,Kunming Primate Center / Kunming Institute of Zoology,1,0,2,1,5.21,0,Inf,7,LJ_MM-N-7_Throat_totRNA_N,NA,1,1,1,1
Jiao et al. 2021,LJ_MM-N-14-1,14,0,< LOD,Invasive,GI,UpGI,Esophagus,Esophagus,NA,Digestive,RT-qPCR,totRNA,N,China CDC,1,IN,1,6.698970004,6.698970004,0,0,0,Unknown,-9999,0.333333333,Male,1,1,0,rhesus macaque,1,log10 fold change of viral genome copies (rel. GAPDH),log10 fold change of viral genome copies (rel. GAPDH),Figure 1,Unknown,NA,Unknown,NA,SARS-CoV-2/?? (from Center of Disease Control of Guangdong Province),SARS-CoV-2/human/CHN/?? (no ID),None,Unknown,Unknown (not specified),Unknown (not specified),IN,IN,pfu,14285714.29,1e+07,1,14285714.29,1e+07,NA,1,NA,NA,NA,NA,NA,NA,NA,1e+07,14285714.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1053/j.gastro.2020.12.001,The Gastrointestinal Tract Is an Alternative Route for SARS-CoV-2 Infection in a Nonhuman Primate Model,Gastroenterology,No,MM-N-14-1,"Digitized, R",NA,NA,0,Kunming Primate Center / Kunming Institute of Zoology,14,0,Inf,NA,9999,0,Inf,14,LJ_MM-N-14-1_UpGI_totRNA_N,NA,1,1,1,0
Jiao et al. 2021,LJ_MM-N-14-1,14,0,< LOD,Invasive,GI,LoGI,Cecum,Colon,Cecum,Digestive,RT-qPCR,totRNA,N,China CDC,1,IN,1,6.698970004,6.698970004,0,0,0,Unknown,-9999,0.333333333,Male,1,1,0,rhesus macaque,1,log10 fold change of viral genome copies (rel. GAPDH),log10 fold change of viral genome copies (rel. GAPDH),Figure 1,Unknown,NA,Unknown,NA,SARS-CoV-2/?? (from Center of Disease Control of Guangdong Province),SARS-CoV-2/human/CHN/?? (no ID),None,Unknown,Unknown (not specified),Unknown (not specified),IN,IN,pfu,14285714.29,1e+07,1,14285714.29,1e+07,NA,1,NA,NA,NA,NA,NA,NA,NA,1e+07,14285714.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1053/j.gastro.2020.12.001,The Gastrointestinal Tract Is an Alternative Route for SARS-CoV-2 Infection in a Nonhuman Primate Model,Gastroenterology,No,MM-N-14-1,"Digitized, R",NA,NA,1,Kunming Primate Center / Kunming Institute of Zoology,2,1,10,8,8.06,7,Inf,14,LJ_MM-N-14-1_LoGI_totRNA_N,NA,1,1,1,1
Jiao et al. 2021,LJ_MM-N-14-1,14,0,< LOD,Invasive,LRT,Lung,Lung (left upper lobe),Lung,Left upper,Respiratory,RT-qPCR,totRNA,N,China CDC,1,IN,1,6.698970004,6.698970004,0,0,0,Unknown,-9999,0.333333333,Male,1,1,0,rhesus macaque,1,log10 fold change of viral genome copies (rel. GAPDH),log10 fold change of viral genome copies (rel. GAPDH),Figure 1,Unknown,NA,Unknown,NA,SARS-CoV-2/?? (from Center of Disease Control of Guangdong Province),SARS-CoV-2/human/CHN/?? (no ID),None,Unknown,Unknown (not specified),Unknown (not specified),IN,IN,pfu,14285714.29,1e+07,1,14285714.29,1e+07,NA,1,NA,NA,NA,NA,NA,NA,NA,1e+07,14285714.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1053/j.gastro.2020.12.001,The Gastrointestinal Tract Is an Alternative Route for SARS-CoV-2 Infection in a Nonhuman Primate Model,Gastroenterology,No,MM-N-14-1,"Digitized, R",NA,NA,1,Kunming Primate Center / Kunming Institute of Zoology,Inf,14,NA,NA,9999,NA,NA,NA,LJ_MM-N-14-1_Lung_totRNA_N,NA,0,0,0,0
Jiao et al. 2021,LJ_MM-N-14-1,1,1,7.88,Non-invasive,URT,Nose,Nasal Swab,Nasal Sample,Nasal Swab,Respiratory,RT-qPCR,totRNA,N,China CDC,1,IN,1,6.698970004,6.698970004,0,0,0,Unknown,-9999,0.333333333,Male,1,1,0,rhesus macaque,1,log10 genome copies/microL,log10 total RNA copies/microL,Figure 3,Unknown,NA,Unknown,NA,SARS-CoV-2/?? (from Center of Disease Control of Guangdong Province),SARS-CoV-2/human/CHN/?? (no ID),None,Unknown,Unknown (not specified),Unknown (not specified),IN,IN,pfu,14285714.29,1e+07,1,14285714.29,1e+07,NA,1,NA,NA,NA,NA,NA,NA,NA,1e+07,14285714.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1053/j.gastro.2020.12.001,The Gastrointestinal Tract Is an Alternative Route for SARS-CoV-2 Infection in a Nonhuman Primate Model,Gastroenterology,No,MM-N-14-1,"Digitized, R",NA,NA,0,Kunming Primate Center / Kunming Institute of Zoology,1,0,3,2,8.82,1,Inf,14,LJ_MM-N-14-1_Nose_totRNA_N,NA,1,1,1,1
Jiao et al. 2021,LJ_MM-N-14-1,1,1,4.48,Non-invasive,URT,Throat,Throat Swab,Oropharyngeal Sample,Throat Swab,Respiratory,RT-qPCR,totRNA,N,China CDC,1,IN,1,6.698970004,6.698970004,0,0,0,Unknown,-9999,0.333333333,Male,1,1,0,rhesus macaque,1,log10 genome copies/microL,log10 total RNA copies/microL,Figure 3,Unknown,NA,Unknown,NA,SARS-CoV-2/?? (from Center of Disease Control of Guangdong Province),SARS-CoV-2/human/CHN/?? (no ID),None,Unknown,Unknown (not specified),Unknown (not specified),IN,IN,pfu,14285714.29,1e+07,1,14285714.29,1e+07,NA,1,NA,NA,NA,NA,NA,NA,NA,1e+07,14285714.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1053/j.gastro.2020.12.001,The Gastrointestinal Tract Is an Alternative Route for SARS-CoV-2 Infection in a Nonhuman Primate Model,Gastroenterology,No,MM-N-14-1,"Digitized, R",NA,NA,1,Kunming Primate Center / Kunming Institute of Zoology,1,0,12,10,8.12,7,Inf,14,LJ_MM-N-14-1_Throat_totRNA_N,NA,1,1,1,1
Jiao et al. 2021,LJ_MM-N-14-2,14,0,< LOD,Invasive,GI,UpGI,Esophagus,Esophagus,NA,Digestive,RT-qPCR,totRNA,N,China CDC,1,IN,1,6.698970004,6.698970004,0,0,0,Unknown,-9999,0.333333333,Male,1,1,0,rhesus macaque,1,log10 fold change of viral genome copies (rel. GAPDH),log10 fold change of viral genome copies (rel. GAPDH),Figure 1,Unknown,NA,Unknown,NA,SARS-CoV-2/?? (from Center of Disease Control of Guangdong Province),SARS-CoV-2/human/CHN/?? (no ID),None,Unknown,Unknown (not specified),Unknown (not specified),IN,IN,pfu,14285714.29,1e+07,1,14285714.29,1e+07,NA,1,NA,NA,NA,NA,NA,NA,NA,1e+07,14285714.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1053/j.gastro.2020.12.001,The Gastrointestinal Tract Is an Alternative Route for SARS-CoV-2 Infection in a Nonhuman Primate Model,Gastroenterology,No,MM-N-14-2,"Digitized, R",NA,NA,0,Kunming Primate Center / Kunming Institute of Zoology,14,0,Inf,NA,9999,0,Inf,14,LJ_MM-N-14-2_UpGI_totRNA_N,NA,1,1,1,0
Jiao et al. 2021,LJ_MM-N-14-2,14,0,< LOD,Invasive,GI,LoGI,Cecum,Colon,Cecum,Digestive,RT-qPCR,totRNA,N,China CDC,1,IN,1,6.698970004,6.698970004,0,0,0,Unknown,-9999,0.333333333,Male,1,1,0,rhesus macaque,1,log10 fold change of viral genome copies (rel. GAPDH),log10 fold change of viral genome copies (rel. GAPDH),Figure 1,Unknown,NA,Unknown,NA,SARS-CoV-2/?? (from Center of Disease Control of Guangdong Province),SARS-CoV-2/human/CHN/?? (no ID),None,Unknown,Unknown (not specified),Unknown (not specified),IN,IN,pfu,14285714.29,1e+07,1,14285714.29,1e+07,NA,1,NA,NA,NA,NA,NA,NA,NA,1e+07,14285714.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1053/j.gastro.2020.12.001,The Gastrointestinal Tract Is an Alternative Route for SARS-CoV-2 Infection in a Nonhuman Primate Model,Gastroenterology,No,MM-N-14-2,"Digitized, R",NA,NA,1,Kunming Primate Center / Kunming Institute of Zoology,1,0,12,11,7.31,10,Inf,14,LJ_MM-N-14-2_LoGI_totRNA_N,NA,1,1,1,1
Jiao et al. 2021,LJ_MM-N-14-2,14,0,< LOD,Invasive,LRT,Lung,Lung (left upper lobe),Lung,Left upper,Respiratory,RT-qPCR,totRNA,N,China CDC,1,IN,1,6.698970004,6.698970004,0,0,0,Unknown,-9999,0.333333333,Male,1,1,0,rhesus macaque,1,log10 fold change of viral genome copies (rel. GAPDH),log10 fold change of viral genome copies (rel. GAPDH),Figure 1,Unknown,NA,Unknown,NA,SARS-CoV-2/?? (from Center of Disease Control of Guangdong Province),SARS-CoV-2/human/CHN/?? (no ID),None,Unknown,Unknown (not specified),Unknown (not specified),IN,IN,pfu,14285714.29,1e+07,1,14285714.29,1e+07,NA,1,NA,NA,NA,NA,NA,NA,NA,1e+07,14285714.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1053/j.gastro.2020.12.001,The Gastrointestinal Tract Is an Alternative Route for SARS-CoV-2 Infection in a Nonhuman Primate Model,Gastroenterology,No,MM-N-14-2,"Digitized, R",NA,NA,1,Kunming Primate Center / Kunming Institute of Zoology,Inf,14,NA,NA,9999,NA,NA,NA,LJ_MM-N-14-2_Lung_totRNA_N,NA,0,0,0,0
Jiao et al. 2021,LJ_MM-N-14-2,1,1,6,Non-invasive,URT,Nose,Nasal Swab,Nasal Sample,Nasal Swab,Respiratory,RT-qPCR,totRNA,N,China CDC,1,IN,1,6.698970004,6.698970004,0,0,0,Unknown,-9999,0.333333333,Male,1,1,0,rhesus macaque,1,log10 genome copies/microL,log10 total RNA copies/microL,Figure 3,Unknown,NA,Unknown,NA,SARS-CoV-2/?? (from Center of Disease Control of Guangdong Province),SARS-CoV-2/human/CHN/?? (no ID),None,Unknown,Unknown (not specified),Unknown (not specified),IN,IN,pfu,14285714.29,1e+07,1,14285714.29,1e+07,NA,1,NA,NA,NA,NA,NA,NA,NA,1e+07,14285714.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1053/j.gastro.2020.12.001,The Gastrointestinal Tract Is an Alternative Route for SARS-CoV-2 Infection in a Nonhuman Primate Model,Gastroenterology,No,MM-N-14-2,"Digitized, R",NA,NA,0,Kunming Primate Center / Kunming Institute of Zoology,1,0,3,2,8.29,1,14,13,LJ_MM-N-14-2_Nose_totRNA_N,NA,1,1,1,1
Jiao et al. 2021,LJ_MM-N-14-2,1,0,< LOD,Non-invasive,URT,Throat,Throat Swab,Oropharyngeal Sample,Throat Swab,Respiratory,RT-qPCR,totRNA,N,China CDC,1,IN,1,6.698970004,6.698970004,0,0,0,Unknown,-9999,0.333333333,Male,1,1,0,rhesus macaque,1,log10 genome copies/microL,log10 total RNA copies/microL,Figure 3,Unknown,NA,Unknown,NA,SARS-CoV-2/?? (from Center of Disease Control of Guangdong Province),SARS-CoV-2/human/CHN/?? (no ID),None,Unknown,Unknown (not specified),Unknown (not specified),IN,IN,pfu,14285714.29,1e+07,1,14285714.29,1e+07,NA,1,NA,NA,NA,NA,NA,NA,NA,1e+07,14285714.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1053/j.gastro.2020.12.001,The Gastrointestinal Tract Is an Alternative Route for SARS-CoV-2 Infection in a Nonhuman Primate Model,Gastroenterology,No,MM-N-14-2,"Digitized, R",NA,NA,1,Kunming Primate Center / Kunming Institute of Zoology,2,1,12,10,6.97,7,Inf,14,LJ_MM-N-14-2_Throat_totRNA_N,NA,1,1,1,1
Jiao et al. 2021,LJ_MM-O-1,1,1,3.63,Invasive,GI,UpGI,Stomach,Stomach,NA,Digestive,RT-qPCR,totRNA,N,China CDC,1,IG,5,0,0,0,0,7,Unknown,-9999,0.333333333,Male,1,1,0,rhesus macaque,1,log10 genome copies/microL,log10 total RNA copies/microL,Figure 4,Unknown,NA,Unknown,NA,SARS-CoV-2/?? (from Center of Disease Control of Guangdong Province),SARS-CoV-2/human/CHN/?? (no ID),None,Unknown,Unknown (not specified),Unknown (not specified),IG,IG,pfu,14285714.29,1e+07,1,14285714.29,1e+07,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e+07,14285714.29,NA,NA,NA,NA,NA,NA,10.1053/j.gastro.2020.12.001,The Gastrointestinal Tract Is an Alternative Route for SARS-CoV-2 Infection in a Nonhuman Primate Model,Gastroenterology,No,MM-O-1,"Digitized, R",NA,NA,0,Kunming Primate Center / Kunming Institute of Zoology,1,0,Inf,NA,9999,0,Inf,1,LJ_MM-O-1_UpGI_totRNA_N,NA,1,1,1,0
Jiao et al. 2021,LJ_MM-O-1,1,1,0.478723404,Invasive,GI,UpGI,Stomach,Stomach,NA,Digestive,Culture,culture,NA,NA,5,IG,5,0,0,0,0,7,Unknown,-9999,0.333333333,Male,1,1,0,rhesus macaque,1,log10 TCID50/mL,NA,Supplemental Figure 5,Unknown,NA,Unknown,NA,SARS-CoV-2/?? (from Center of Disease Control of Guangdong Province),SARS-CoV-2/human/CHN/?? (no ID),None,Unknown,Unknown (not specified),Unknown (not specified),IG,IG,pfu,14285714.29,1e+07,1,14285714.29,1e+07,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e+07,14285714.29,NA,NA,NA,NA,NA,NA,10.1053/j.gastro.2020.12.001,The Gastrointestinal Tract Is an Alternative Route for SARS-CoV-2 Infection in a Nonhuman Primate Model,Gastroenterology,No,MM-O-1,"Digitized, R",Vero E6,TCID50,0,Kunming Primate Center / Kunming Institute of Zoology,1,0,Inf,NA,9999,0,Inf,1,LJ_MM-O-1_UpGI_culture_NA,NA,1,1,1,0
Jiao et al. 2021,LJ_MM-O-1,1,0,< LOD,Invasive,GI,LoGI,Cecum,Colon,Cecum,Digestive,RT-qPCR,totRNA,N,China CDC,1,IG,5,0,0,0,0,7,Unknown,-9999,0.333333333,Male,1,1,0,rhesus macaque,1,log10 genome copies/microL,log10 total RNA copies/microL,Figure 4,Unknown,NA,Unknown,NA,SARS-CoV-2/?? (from Center of Disease Control of Guangdong Province),SARS-CoV-2/human/CHN/?? (no ID),None,Unknown,Unknown (not specified),Unknown (not specified),IG,IG,pfu,14285714.29,1e+07,1,14285714.29,1e+07,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e+07,14285714.29,NA,NA,NA,NA,NA,NA,10.1053/j.gastro.2020.12.001,The Gastrointestinal Tract Is an Alternative Route for SARS-CoV-2 Infection in a Nonhuman Primate Model,Gastroenterology,No,MM-O-1,"Digitized, R",NA,NA,1,Kunming Primate Center / Kunming Institute of Zoology,1,0,Inf,NA,9999,0,Inf,1,LJ_MM-O-1_LoGI_totRNA_N,NA,1,1,1,0
Jiao et al. 2021,LJ_MM-O-1,1,0,< LOD,Invasive,LRT,Lung,Lung,Lung,NA,Respiratory,RT-qPCR,totRNA,N,China CDC,1,IG,5,0,0,0,0,7,Unknown,-9999,0.333333333,Male,1,1,0,rhesus macaque,1,log10 genome copies/microL,log10 total RNA copies/microL,Figure 4,Unknown,NA,Unknown,NA,SARS-CoV-2/?? (from Center of Disease Control of Guangdong Province),SARS-CoV-2/human/CHN/?? (no ID),None,Unknown,Unknown (not specified),Unknown (not specified),IG,IG,pfu,14285714.29,1e+07,1,14285714.29,1e+07,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e+07,14285714.29,NA,NA,NA,NA,NA,NA,10.1053/j.gastro.2020.12.001,The Gastrointestinal Tract Is an Alternative Route for SARS-CoV-2 Infection in a Nonhuman Primate Model,Gastroenterology,No,MM-O-1,"Digitized, R",NA,NA,1,Kunming Primate Center / Kunming Institute of Zoology,Inf,1,NA,NA,9999,NA,NA,NA,LJ_MM-O-1_Lung_totRNA_N,NA,0,0,0,0
